,PDR3,YPR196W,EDS1,LYS14,RDS2,UGA3,UME6,SIP4,LEU3,STB5,TBS1,YLL054C,HAL9,GAL4,ARO80,ASG1,PUT3,SUT2,URC2,YNR063W,PDR8,YRR1,RDR1,RGT1,ERT1,YKL222C,YRM1,PDR1,TEA1,OAF1,HAP1,YLR278C,SUT1,CHA4,CAT8,STB4,UPC2,ECM22,GSM1,TOG1,RDS1,RSC30,RSC3,CEP3,MOT3,STP4,CRZ1,MET32,RPN4,NRG2,USV1,RGM1,REI1,NRG1,MSN4,GIS1,MSN2,COM2,RPH1,MIG3,TDA9,RSF2,MIG1,MIG2,YGR067C,YPR022C,ADR1,MET31,ZAP1,YPR015C,STP3,STP2,RIM101,STP1,FZF1,CMR3,SFP1,SWI5,ACE2,YAP6,HAC1,CST6,SKO1,GCN4,YAP3,CAD1,YAP1,CIN5,GZF3,GLN3,GAT1,GAT3,ECM23,SRD1,GAT4,HMRA2,PHO2,MATALPHA2,YHP1,YOX1,TOS8,CUP9,MBP1,SWI4,XBP1,SOK2,PHD1,DOT6,TOD6,TBF1,REB1,BAS1,FKH2,FKH1,HCM1,FHL1,SKN7,HSF1,MGA1,SFL1,NHP10,ABF2,NHP6A,ROX1,CBF1,RTG3,PHO4,TYE7,AFT1,AFT2,ORC2,SUM1,MSN1,GCR1,SMP1,MCM1,ABF1,ECM5,NDT80,RFX1,RAP1,STE12,SPT15,TEC1,VHR2
UPC2,-4.426601326,-4.71895551,-3.558580424,-5.027298905,-2.198212674,-3.184463786,-2.570111893,-2.329714423,-2.429060494,-2.435365517,-2.662217312,-2.606693875,-2.628766211,-2.637153607,-2.612550893,-2.671538774,-2.658361791,-3.242201247,-2.821011359,-2.473362804,-2.524021525,-2.347398196,-2.644591465,-2.707329057,-3.430026292,-3.848862926,-3.689544381,-4.184729739,-3.559004108,-4.083049029,-3.930091718,-4.870748289,-5.15634438,-4.694051423,-2.872371466,-3.033242329,0,-5.315869489,-3.756904955,-3.795317082,-5.154176546,-5.75678117,-6.099985624,-3.678164366,-5.608295063,-7.434660337,-7.089235903,-6.112909485,-6.435064768,-7.416346863,-5.78402762,-5.716346984,-5.598097014,-3.650781934,-3.389391103,-3.901407545,-4.899101243,-3.681692124,-4.825970318,-5.019125653,-4.936793376,-5.034861955,-5.032429642,-4.067429936,-4.848704683,-5.152654214,-6.542472189,-4.660546704,-4.282443749,-2.481748605,-4.613616332,-3.867573726,-5.657963131,-9.349960704,-5.845936232,-3.780340546,-5.507954679,-7.004034998,-6.463337883,-3.968957611,-4.965768518,-3.440838708,-8.868817807,-5.787660627,-3.699162978,-6.054092309,-3.10159107,-3.008535694,-4.989916744,-4.857536263,-4.467382392,-3.801548161,-7.434574766,-6.311892267,-6.037668444,-3.326629132,-4.138463574,-5.749413666,-4.359797165,-5.448517957,-2.96845215,-5.036878122,-3.252305916,-4.649810549,-2.911241319,-4.917088875,-6.40675999,-2.811846056,-2.954130333,-4.355244269,-6.943992008,-4.961951883,-8.086434785,-4.533446228,-4.621159556,-4.463052647,-5.675420684,-2.380034906,-2.391078625,-3.973177698,-9.106306339,-6.611893632,-3.751633304,-6.724834894,-5.319468528,-3.407027728,-4.260550901,-6.606110971,-5.395587986,-3.768167407,-4.714694174,-3.561798767,-7.981978984,-2.991994684,-6.077370842,-2.653137376,-8.810109595,-2.252213919,-4.017338808,-8.554067281,-5.363289569,-4.00299736,-2.945230412,-5.177815174,-9.10538269
ECM22,-7.287732742,-7.219612658,-3.743130542,-4.236896613,-1.732422325,-1.915866719,-1.617973013,-1.362461931,-1.263086049,-1.32795205,-1.514624168,-1.479155152,-1.48998721,-1.488356167,-1.466271805,-1.509365754,-1.487075606,-4.551435348,-4.819313726,-4.314659189,-5.320025533,-4.022826941,-5.454167694,-4.658125322,-6.545907712,-2.326542764,-2.795819221,-4.801635884,-5.882885997,-6.525895881,-6.73027306,-7.196154217,-7.504030073,-7.18772257,-3.6407434,-3.426121177,-6.035309207,0,-2.503644292,-2.996687806,-3.240980281,-4.319637992,-4.552656282,-7.881597007,-5.602547719,-2.678455604,-3.133564867,-4.334377517,-4.68002899,-5.862660355,-5.308300447,-5.331848327,-5.264257073,-3.547667869,-3.741711417,-4.750016082,-5.315332954,-4.909140539,-5.622688339,-6.283145386,-6.37738874,-5.838198431,-4.526711709,-3.526582483,-3.669512525,-3.449733481,-4.682020684,-4.216772553,-2.11454568,-2.913577731,-4.334859701,-3.212176173,-5.493349697,-2.884663133,-4.642833156,-5.236790728,-5.397677932,-7.720377509,-5.052957935,-2.311877237,-1.708500745,-7.875138696,-3.416372695,-2.744827541,-2.423879887,-3.125193736,-2.295284752,-3.035232494,-3.666271931,-4.178761657,-4.2452105,-3.235298583,-3.6712895,-4.169522722,-5.395234682,-5.785662621,-4.451735988,-2.877769589,-3.102890442,-5.243025285,-2.210423715,-4.619643511,-2.739627149,-2.833378925,-2.779559433,-4.857272727,-5.207832134,-4.593907723,-3.355426582,-4.502131655,-4.9523076,-8.496830452,-4.459414431,-2.465354694,-2.450262763,-3.334929167,-4.930703048,-1.809465504,-2.169238343,-4.956449343,-5.564559128,-5.00488778,-1.858779519,-3.248021109,-4.368574144,-2.785023067,-3.730010982,-4.073278831,-5.170125496,-5.430906487,-4.04504026,-2.735452688,-7.392507064,-2.75555166,-6.145729117,-2.002039945,-5.954327271,-2.134756663,-4.923912791,-4.287694465,-3.43673325,-5.51948153,-2.38698019,-6.960821439,-5.367269785
GSM1,-2.238088072,-10.24264743,-5.164961402,-5.252210751,-1.488531112,-2.295655723,-2.042123693,-1.600824064,-2.588401735,-2.734234237,-2.704114479,-2.674773353,-2.739732616,-2.791038904,-2.484768548,-2.35888944,-2.110270477,-6.776574045,-6.450351182,-6.085073002,-5.705568914,-5.695703176,-6.056207305,-6.275706489,-7.020263983,-7.117503971,-9.013168178,-8.279833628,-8.0173867,-7.86391279,-8.319729159,-9.517279989,-9.169119864,-6.772491642,-0.628937337,-3.677571127,-6.490078189,-2.503644292,0,-0.762837946,-4.502661409,-5.252464928,-4.974951905,-4.489179012,-4.916278378,-5.050214902,-3.753231947,-4.857564465,-5.073022353,-5.277967502,-2.689201366,-2.645307874,-2.814325847,-3.340570466,-2.158444621,-3.310869143,-3.338846016,-4.044254531,-4.555628602,-3.090767834,-3.179306548,-3.306972167,-2.893228321,-2.083458255,-3.282104545,-3.571081694,-3.843455543,-3.864869615,-2.671200019,-2.495953735,-4.735851872,-4.117186412,-4.643659774,-7.773007498,-7.816260018,-6.080882202,-5.698720351,-5.292724583,-4.467445876,-6.01813235,-4.381600419,-9.283084196,-5.490463652,-4.582996977,-4.532432809,-5.661544073,-4.114231437,-4.465371082,-8.552995128,-8.277880121,-5.071765208,-4.395358598,-5.76583222,-5.103104633,-6.386662214,-5.667631083,-7.245275816,-6.628606429,-4.994137956,-7.271685666,-5.16090463,-6.213682448,-5.215559241,-4.53959943,-4.9625091,-5.0686946,-5.498368533,-4.080773115,-3.819408778,-5.34850804,-6.325636517,-4.661665188,-8.411432177,-4.9783503,-4.985759611,-6.056131852,-3.753949154,-2.585756457,-2.700917123,-4.692170895,-2.955867114,-4.52525954,-2.999745373,-7.859370565,-6.359677659,-3.903834481,-6.672772562,-5.877953132,-6.737160121,-5.149590282,-4.744921029,-3.742728229,-4.334129124,-4.054991558,-8.574079033,-4.116082628,-7.550692399,-3.864447147,-5.920831824,-7.489165449,-5.595606751,-5.983232573,-4.950011214,-7.004305005,-5.616679306
TOG1,-6.501590235,-10.6863892,-5.790646477,-5.991979148,-1.932999355,-2.412264443,-2.263439873,-2.50320188,-3.626258643,-3.804978401,-3.78950199,-3.748722519,-3.821938156,-3.880635227,-3.53380924,-3.389613287,-3.10827245,-7.555374965,-7.295516221,-6.910010431,-6.787977843,-6.577239352,-6.680317478,-6.823123825,-7.706216618,-7.766327434,-9.796093402,-9.154854176,-8.962966669,-8.530553761,-9.000333568,-10.08920155,-9.916366513,-7.235807774,-0.577794564,-4.454964061,-7.768725899,-2.996687806,-0.762837946,0,-4.904523299,-6.511807066,-6.531303718,-9.086360029,-5.126617369,-9.120932408,-4.473270021,-5.080306227,-6.873850051,-5.648667442,-3.641216369,-3.638603909,-3.736513037,-3.920274065,-4.03688445,-4.836661149,-4.865036043,-5.620613456,-5.742220171,-4.31525104,-4.276893776,-4.562506282,-4.515113536,-3.422496778,-4.832282197,-4.868291536,-5.465739151,-5.08039664,-3.42701333,-4.68871254,-4.25680715,-4.330153216,-5.970521035,-7.296757683,-6.603529033,-7.915051439,-5.867038438,-5.399435595,-4.775430596,-6.06967949,-5.279305023,-5.383672623,-5.702951497,-4.877251453,-3.861537022,-5.024966294,-4.360162982,-4.099821336,-6.853711565,-7.423369359,-5.239555729,-4.530139945,-5.463606344,-6.698368159,-7.021551595,-8.720587861,-9.285101457,-7.807817766,-4.746516277,-7.231631873,-4.214484558,-7.483058845,-5.811977357,-4.750176364,-4.296874942,-5.44575935,-6.602363935,-5.334839233,-3.901331625,-5.173495825,-5.24617831,-9.184440994,-9.281140409,-5.656357935,-5.693493919,-4.898195906,-4.246866091,-2.86732718,-2.953487944,-7.235154508,-4.394018794,-4.249024134,-4.575016411,-8.130373744,-7.547081214,-5.305381005,-7.603852162,-6.66506771,-6.752571277,-5.437467595,-7.802521021,-4.020913762,-4.694817681,-3.645381231,-8.331460179,-3.212184195,-8.449225961,-4.625632266,-6.898524425,-6.047864372,-8.162631112,-6.160118754,-5.221482677,-6.637308841,-9.297093615
RDS1,-3.111818635,-10.08481993,-6.371948529,-3.947430519,-4.03462254,-1.604237295,-1.664325539,-2.687915617,-3.381133079,-3.507899122,-3.482853239,-3.452348434,-3.507122605,-3.554092132,-3.302338533,-3.19139663,-3.007678836,-6.256813781,-6.021706592,-5.791690728,-6.807081223,-5.831555217,-5.696263397,-6.634387096,-6.931220329,-8.338382574,-4.469082063,-8.496497259,-3.278520654,-7.642340634,-8.005429062,-7.727963978,-8.737195429,-8.106861307,-3.601332437,-5.804030795,-4.646228484,-3.240980281,-4.502661409,-4.904523299,0,-2.806664313,-3.713022562,-10.0098131,-6.378287592,-1.48590121,-4.161666377,-5.970753777,-5.133810364,-8.322677838,-5.566076972,-5.56016488,-5.554830542,-4.916518725,-5.008241268,-5.919137601,-5.718369922,-6.368239472,-7.534321952,-5.821928028,-5.764775288,-5.815315382,-6.718835684,-6.46107885,-5.157969399,-6.671450961,-7.221448033,-6.036799674,-4.219916664,-4.838413053,-3.584115982,-3.713104792,-7.304657277,-6.278459549,-7.870975125,-7.125275324,-7.540400657,-5.017202723,-6.227129426,-5.785528254,-6.400854254,-10.78880141,-7.831296801,-5.143295164,-6.714861102,-7.952883374,-14.04296238,-7.009615766,-8.114911437,-7.971284839,-6.360324339,-5.918211691,-7.052506405,-6.671020961,-8.087111679,-6.6341403,-14.04296238,-7.578612831,-14.04296238,-14.04296238,-4.636825943,-6.12166543,-7.37091991,-3.920955627,-7.326026594,-5.089610725,-4.560988179,-5.590208869,-4.327229946,-6.0444282,-7.607055233,-7.819481822,-9.668770828,-6.498310483,-6.508003605,-6.45369588,-6.687511342,-4.007634353,-4.306210386,-6.189698589,-4.485214926,-7.197978226,-4.37766478,-8.602512912,-7.964029062,-6.356806017,-8.413352992,-9.095445531,-5.794341833,-4.514127452,-14.04296238,-14.04296238,-5.775344983,-3.530061863,-14.04296238,-5.578730912,-9.553262076,-14.04296238,-7.410385891,-10.29458852,-7.630485436,-8.409157955,-14.04296238,-9.753486816,-7.706576992
RSC30,-7.254390063,-6.065066013,-6.472957614,-5.364269771,-3.252278204,-6.3557359,-6.086327551,-3.01268806,-2.826399541,-2.847465417,-2.951684285,-2.932385397,-2.942592855,-2.950552802,-2.910879724,-2.933066607,-2.926830753,-5.987214575,-6.332767294,-6.134201548,-3.149985507,-3.217478791,-3.40210644,-3.487851519,-4.164314211,-4.635916877,-4.534972215,-4.798761437,-8.986378837,-7.942372849,-8.386369119,-9.266971313,-9.158904106,-7.012525546,-5.729013469,-5.828701436,-5.75678117,-4.073757459,-5.252464928,-6.511807066,-2.806664313,0,-0.194179783,-6.044091654,-6.275537452,-5.1154899,-8.06351736,-6.716984171,-6.932452204,-6.451292346,-6.424294875,-6.357328007,-6.522651842,-5.159464285,-5.537163121,-6.506205557,-6.553466795,-7.328997633,-8.600836745,-4.763274572,-5.088293503,-5.054199981,-4.490608549,-4.356408579,-4.311042692,-5.224227237,-5.508849653,-6.823724427,-5.778857637,-4.589843343,-3.706259734,-5.475857029,-6.156425685,-6.096802442,-8.101214625,-7.968557903,-8.273713278,-8.806590665,-5.78501898,-5.610218792,-4.739010097,-8.339895485,-10.19160455,-6.641703988,-7.487022418,-8.747674612,-14.04296238,-8.328674071,-7.957977041,-8.022628327,-6.906191425,-6.155804112,-7.305350919,-7.890948548,-8.180564621,-6.963518157,-14.04296238,-8.307451794,-14.04296238,-14.04296238,-6.119802839,-7.97563819,-9.44379521,-3.120417155,-5.36538827,-5.749314365,-8.42941027,-7.223844408,-6.453678912,-6.88995842,-7.874338669,-7.486747677,-9.90934072,-7.069857812,-7.120619717,-5.612357519,-5.598728708,-4.679005512,-5.07362275,-8.993865553,-8.011177124,-7.053441296,-4.915256738,-9.437210429,-5.78170955,-4.025162163,-9.779888753,-5.56776017,-8.43369428,-6.357560207,-14.04296238,-14.04296238,-8.078076931,-5.992023298,-14.04296238,-5.303164245,-9.724579273,-14.04296238,-6.909105274,-10.00562246,-5.076874764,-8.541693304,-14.04296238,-10.11564703,-8.620822408
RSC3,-7.570288787,-6.12476889,-6.614739295,-5.794681754,-3.324907984,-6.772765998,-6.449785874,-3.101804005,-2.927744781,-2.94504339,-3.006801259,-2.988407448,-3.000654115,-3.011467599,-2.970736181,-2.978158411,-2.978345751,-6.661151296,-6.68321937,-6.479705578,-3.214155325,-3.315589276,-3.461353325,-3.57626367,-4.229343224,-4.643883724,-4.592869806,-4.856730566,-9.034989003,-8.260547283,-8.646797038,-9.988993672,-9.511411438,-7.797563133,-5.685705739,-5.80452994,-6.099985624,-4.35630831,-4.974951905,-6.531303718,-3.713022562,-0.194179783,0,-5.83011607,-6.266491665,-5.859681412,-8.672394871,-6.616873661,-7.014630359,-6.062560001,-5.852077431,-5.782258416,-5.953588231,-4.549435666,-4.975651835,-5.879168075,-5.894281727,-6.668868937,-7.977018893,-4.322849289,-4.621550633,-4.579213527,-4.028897043,-3.876034423,-4.011682639,-4.688446245,-5.046374158,-6.364757763,-5.505185938,-4.396685697,-3.591334438,-5.54426296,-6.937714345,-6.786095946,-8.204334322,-8.018682265,-8.346473149,-8.67061473,-6.35388508,-5.947609991,-4.439210392,-8.022345414,-10.33498064,-7.193556008,-7.55600898,-8.70183805,-14.04296238,-8.020938631,-8.191228105,-8.374382357,-7.012114087,-6.104836803,-7.018621729,-7.591748498,-7.889252539,-7.170770973,-14.04296238,-8.258166204,-14.04296238,-14.04296238,-6.244603726,-7.648143438,-9.721529343,-2.860682594,-5.015242207,-5.58007953,-8.5523819,-6.751571815,-6.5975976,-6.172313467,-7.578301039,-7.04190949,-10.11705107,-7.125271927,-7.141663041,-5.322987285,-5.66911167,-4.752878313,-5.134544347,-8.599047068,-7.650142607,-6.977412198,-4.942451022,-9.365438361,-5.541277204,-3.953394252,-9.335629827,-5.270544616,-9.201346943,-7.190606603,-14.04296238,-14.04296238,-7.867122085,-5.957527553,-14.04296238,-5.482964033,-9.303379064,-14.04296238,-6.989457328,-9.698153653,-5.489718034,-8.591103571,-14.04296238,-10.21638639,-8.322489212
CEP3,-3.768851477,-2.990510648,-3.349654816,-2.706752776,-2.434407701,-4.217523896,-3.94400514,-3.468356033,-3.018459321,-2.992675191,-2.964266592,-2.958558241,-2.957475045,-2.955577456,-2.970957501,-2.994359093,-3.042812728,-9.328741784,-2.671028564,-2.38594465,-2.405312817,-2.478768767,-1.989885717,-2.326326989,-1.508464406,-2.495402151,-2.682638874,-1.941248355,-3.243715104,-10.4201625,-11.07299421,-12.1548843,-11.67890984,-4.269566242,-6.983936041,-2.175898674,-3.678164366,-5.302792355,-4.489179012,-3.416117687,-6.306122788,-6.044091654,-5.83011607,0,-8.183619875,-6.455487117,-10.08610998,-8.005501222,-8.789087556,-7.927808034,-6.136096553,-6.073845447,-6.241478122,-6.29011827,-6.173991583,-7.440641066,-8.192084915,-7.519047506,-6.721987737,-6.436501239,-6.413261433,-6.781319253,-6.872371983,-6.007018931,-6.449382061,-6.993419451,-8.140926265,-6.002266079,-6.826049107,-3.666267575,-7.131636673,-7.857272917,-4.849115593,-5.633231291,-7.550815096,-5.549923994,-11.69164731,-8.419619815,-6.918678253,-3.361871588,-5.353203522,-7.728163356,-9.511633005,-7.816000201,-6.235236367,-6.998170781,-6.469956289,-4.836266928,-5.975933439,-6.028612783,-4.276172851,-5.767781202,-7.66097918,-7.68068163,-8.151147367,-5.7847394,-6.415650219,-9.120644988,-4.778442051,-8.823130358,-8.714086086,-8.702162216,-6.063904611,-5.966646954,-3.563991874,-9.665187524,-10.37646381,-8.297039568,-7.765871575,-8.084850793,-10.78423761,-5.174436776,-5.360151695,-4.712339461,-4.896522431,-8.321245113,-7.768026784,-4.099005614,-3.963743741,-8.036957912,-6.768199619,-6.549296161,-4.930024368,-9.652484577,-7.325417489,-5.564215402,-7.798436031,-10.25581083,-9.875952785,-7.724283454,-4.656103889,-4.148381268,-11.84352505,-6.949961039,-6.405852004,-4.431215572,-9.641322512,-5.543639903,-8.24836686,-9.768103982,-8.439241837,-10.22174768,-4.700785471,-4.618618167,-6.852854237
MOT3,-7.244403009,-9.917495932,-7.306794179,-6.281296377,-5.613187076,-6.315116892,-5.79957282,-4.282066805,-5.958362912,-6.144155264,-6.314750224,-6.21155514,-6.305751107,-6.356071638,-5.99898366,-5.923459187,-5.567609319,-6.639472753,-5.734630913,-5.874727726,-8.881281185,-5.151162083,-6.546265452,-6.326311949,-8.466313251,-10.67916189,-8.840237621,-8.780159937,-6.515345916,-8.290735987,-8.664836583,-8.67713124,-7.631663931,-8.821046684,-4.88156126,-7.037047576,-9.731274227,-5.602547719,-4.916278378,-5.126617369,-6.378287592,-6.275537452,-6.266491665,-10.9216225,0,-4.634024575,-3.083282594,-5.737777777,-6.013816062,-3.305662029,-3.993353725,-4.09786142,-4.146116785,-3.77208543,-3.93489884,-4.578583309,-4.779801307,-5.02493492,-5.870010948,-6.857012945,-6.828947411,-6.450539625,-6.081930108,-5.58518012,-6.042023378,-5.892792928,-7.078221586,-5.784694189,-4.246897169,-5.783432105,-8.618162764,-4.458501515,-9.497699737,-11.59544085,-11.73336607,-8.340025097,-7.671730596,-6.034023205,-5.427836767,-5.984535081,-6.835380834,-5.810552017,-6.323854852,-3.826226229,-6.440687742,-5.207752893,-4.953455458,-6.498661888,-9.039059365,-9.178641236,-8.385834429,-5.319098792,-8.040964252,-7.513214221,-8.261692304,-6.336970309,-7.368316399,-7.818789616,-6.433504109,-7.79735663,-5.352816935,-8.265397806,-10.27598435,-6.67224701,-8.460065809,-5.018892231,-6.693772731,-5.922978988,-4.897917537,-5.466159738,-6.370060736,-4.559455499,-10.85435998,-6.823833439,-7.213441451,-9.544690549,-5.01817264,-3.984043881,-4.280046148,-5.647517445,-8.736374104,-8.253040238,-4.740602981,-9.182067403,-5.117277109,-5.81037206,-8.032431769,-8.201125876,-4.033506344,-7.29358176,-6.843697784,-5.527331004,-5.85080215,-4.177174821,-8.840751535,-6.320864068,-11.04473767,-5.35686755,-5.507311901,-5.077805358,-5.189244737,-6.314816068,-6.302713407,-10.40812213,-4.439717527
STP4,-3.737275549,-6.247941169,-4.337429075,-3.932167744,-2.26757508,-2.010454591,-2.035985067,-2.260193416,-1.913594393,-1.906085972,-1.904141116,-1.897446046,-1.901611266,-1.907081096,-1.893763426,-1.903047472,-1.93238297,-3.529586314,-2.827476765,-2.707842791,-2.372142399,-2.71116337,-2.795437047,-2.928646994,-4.059013756,-4.344688496,-4.075325042,-4.877937699,-3.948651675,-3.579603376,-4.131842925,-4.892686716,-5.211561635,-4.57190542,-6.072122449,-3.877423728,-8.644261914,-2.678455604,-3.500733182,-3.338806215,-1.48590121,-5.1154899,-5.859681412,-6.455487117,-4.634024575,0,-2.984772076,-5.729076961,-6.193694422,-8.309733712,-4.386207718,-4.42451006,-4.31290783,-5.614338252,-4.245138184,-4.501845246,-4.526721686,-4.988090385,-5.891415416,-5.826134401,-5.786246377,-5.581197217,-8.031977279,-7.33413348,-6.120358492,-6.741196376,-6.294805944,-4.756190693,-4.933243644,-3.283423842,-7.208943269,-1.843079513,-4.445740359,-8.540222344,-6.421106514,-7.869384057,-6.873871161,-4.528720743,-4.249595004,-5.647389929,-4.044886409,-10.27833089,-6.743750813,-5.08520182,-5.480808767,-6.964773371,-4.789041708,-6.259222356,-8.23140287,-7.926197626,-6.907108595,-6.500843197,-6.946477181,-7.079418226,-7.402427043,-6.894088028,-8.25800107,-7.359357167,-5.342112965,-8.793912932,-6.390341533,-6.604204629,-7.538422454,-4.466617727,-6.110985595,-5.144279654,-4.836774639,-5.219534109,-4.124283129,-7.661128445,-11.16402882,-6.815606242,-8.504045618,-6.442678137,-6.417386675,-6.39824553,-8.128873691,-3.499092669,-3.847992371,-4.837162508,-4.589964486,-7.617701641,-3.881837099,-8.194027944,-7.457911342,-5.21918217,-7.276151309,-8.070940686,-6.242025396,-3.546976424,-7.135147549,-4.388563568,-6.143551084,-3.559760836,-11.70444106,-4.445523611,-10.1545578,-4.140616239,-4.933895773,-9.404858455,-4.437532213,-7.790520411,-4.686272496,-6.329819304,-11.72694963
CRZ1,-4.817737705,-7.276012462,-5.983638389,-4.844168666,-4.403639831,-2.93631923,-2.649951827,-2.782304688,-4.026400388,-4.223987484,-4.379703634,-4.309145961,-4.382712796,-4.426890829,-4.104630533,-4.030647326,-3.720471075,-6.047087732,-5.817497122,-5.706927729,-6.606760024,-5.016781738,-4.569437212,-4.805675662,-5.579466679,-7.663763264,-7.808301898,-8.085257469,-7.924318761,-5.883499505,-6.025251974,-9.100865221,-8.641174092,-8.784136833,-3.820017139,-6.118538763,-6.403343487,-3.133564867,-3.753231947,-4.473270021,-4.161666377,-4.508394958,-4.732499321,-7.1509381,-3.083282594,-6.156028722,0,-3.177659565,-5.656283904,-7.267540178,-4.246666378,-4.278245243,-4.131514378,-4.085517576,-2.913047812,-3.759607708,-3.855909982,-4.208669344,-5.003589685,-5.019356537,-4.869004681,-4.930314976,-4.428215773,-3.902371763,-3.79541358,-3.701575556,-4.536677821,-4.014706691,-3.159010843,-3.88878578,-3.74363362,-3.345022424,-2.900864859,-9.178926309,-6.000192147,-8.391653852,-6.938609671,-4.801179785,-7.8950739,-7.241442647,-4.685690254,-8.424180403,-6.093658427,-4.224246727,-6.093119329,-7.494631478,-3.340259247,-6.38144784,-8.709191698,-8.060954762,-5.406070484,-4.914664566,-5.79556164,-4.674358539,-6.676584584,-8.700723217,-6.339211564,-6.228374029,-4.547915461,-7.438788039,-5.721760776,-6.84529912,-4.936611707,-3.857688192,-6.521361584,-5.050270995,-5.312000554,-4.727123748,-4.639825918,-5.506558373,-6.234776107,-7.626527374,-8.409964588,-4.359588847,-4.540223295,-5.145132367,-5.266753823,-3.22114027,-3.671119914,-4.667497868,-6.102945695,-7.578069537,-3.011517601,-6.765521755,-9.967375755,-7.203823985,-6.743342929,-9.334096749,-7.139279351,-5.536680929,-5.67229133,-3.976932209,-5.08370092,-4.128669021,-9.113764189,-4.296970982,-8.958889993,-3.38924864,-3.963753047,-8.068836932,-8.252236982,-6.161954976,-4.058872268,-6.392553551,-8.648022747
MET32,-4.865410834,-7.213681298,-6.643618748,-5.890551232,-5.912163117,-6.007239097,-5.330895665,-3.903755721,-5.294151386,-5.554406408,-5.719212074,-5.633220215,-5.71143193,-5.741024981,-5.41083054,-5.334598748,-4.977610763,-6.522974783,-7.288870006,-6.920499845,-7.142934685,-6.66105839,-4.780131636,-4.452734809,-5.152027123,-7.654534649,-7.368713793,-4.774518142,-9.033142217,-7.655776342,-7.583821132,-10.64621592,-10.51578597,-9.377421698,-4.692744986,-8.184566564,-6.112909485,-4.334377517,-4.857564465,-5.080306227,-9.543877025,-6.716984171,-6.616873661,-8.005501222,-9.721534799,-5.729076961,-3.177659565,0,-1.38190566,-5.957174318,-5.412736854,-5.458632455,-5.171472531,-4.831804382,-3.840499694,-4.042971895,-4.023705111,-4.446071724,-5.648956441,-3.573431619,-3.73399949,-3.286424636,-3.057713393,-2.626973624,-2.717377632,-1.968468574,-3.26749471,-3.344248701,-3.673610255,-4.170926563,-5.16212665,-4.041315311,-10.276849,-11.23909693,-7.036978427,-9.459088286,-11.13598951,-8.837022457,-7.117431092,-5.794235633,-2.547785043,-8.879511488,-7.923835044,-8.047419346,-8.126111885,-6.47848351,-5.233982868,-6.234214476,-7.04793698,-6.829958749,-7.790779392,-7.742937114,-7.492836317,-5.698288455,-7.620692875,-9.324024726,-8.053401951,-3.928019551,-4.923609431,-7.71430779,-8.013241813,-3.045540418,-7.821640762,-3.636728902,-5.629240488,-7.858855135,-5.182466855,-6.312338496,-5.055031302,-5.81304843,-8.055282919,-9.764587505,-7.162583659,-4.040765375,-3.649748018,-4.148073694,-3.71525172,-4.876399942,-5.25867968,-6.682143843,-7.678866796,-5.360848051,-3.250176383,-5.019881642,-10.20324764,-4.234497713,-3.97996739,-5.372784624,-7.236317944,-6.881861532,-6.30572715,-4.723061938,-9.329455744,-5.58070283,-9.226191503,-5.001392909,-7.074222775,-5.888843861,-6.855984421,-9.384629491,-8.533237624,-6.457308033,-4.22043445,-8.824560441,-5.492916979
RPN4,-5.700380494,-8.952852888,-7.260451343,-7.617356394,-6.651504785,-6.742847952,-6.064106448,-4.626390071,-6.031059231,-6.29623087,-6.468512903,-6.380849555,-6.459461758,-6.488198447,-6.158222647,-6.08288057,-5.723212834,-7.278550876,-8.216109673,-7.932079484,-8.491035968,-7.541963935,-7.288862521,-5.567882806,-8.146320457,-9.972083522,-7.883839631,-9.169748408,-9.71280627,-7.652004407,-8.243086792,-10.2660247,-9.738114233,-11.09968948,-6.280155046,-8.981065731,-6.435064768,-4.68002899,-5.073022353,-6.202743211,-10.29830908,-6.932452204,-7.014630359,-8.789087556,-10.86907254,-6.193694422,-5.656283904,-1.38190566,0,-6.687965079,-5.701677547,-5.674528302,-5.451016775,-5.252851915,-4.18369622,-4.823489212,-4.465931828,-5.215103189,-5.896357789,-5.093351105,-5.104420612,-4.483538819,-3.454380361,-3.088172436,-3.078933359,-2.420151536,-3.620507188,-3.780815617,-2.768817212,-4.825462164,-6.19717401,-4.614327804,-9.460406858,-11.17348275,-5.930183929,-9.896214721,-10.46333656,-9.647990466,-7.301933835,-7.387753865,-3.100897174,-9.618823524,-8.321419616,-8.782561323,-9.195143919,-7.3528053,-5.821785506,-6.48877622,-7.427509986,-7.011776395,-6.693461177,-7.310783762,-7.321064778,-6.859594991,-8.107871056,-7.753282632,-8.230153349,-6.819691359,-7.126341948,-8.49274514,-9.205614843,-3.95177009,-8.945301551,-3.890825715,-5.975311396,-6.828461005,-7.39634512,-4.280389984,-3.805150132,-6.190499459,-5.768589669,-6.350401508,-7.43993971,-5.797366633,-5.449681133,-5.518812134,-4.260326813,-5.532905033,-5.914031262,-7.092783644,-6.537649648,-7.081633984,-4.427854782,-8.080945793,-11.10952399,-4.910073422,-4.640399451,-6.046006633,-8.738781041,-7.662342259,-6.784588409,-6.630081855,-8.393929255,-4.055194566,-10.76839644,-5.448365689,-7.49445379,-4.702237176,-7.783657738,-9.807876858,-9.710694442,-8.271137702,-6.069998871,-8.504657267,-6.468667989
